collected_date,source,skill,category,repo,stars,forks,language,pushed_at
2026-06-16,GitHub,Python,programming_language,public-apis/public-apis,441987,48433,Python,2026-06-13
2026-06-16,GitHub,Python,programming_language,EbookFoundation/free-programming-books,390346,66438,Python,2026-06-13
2026-06-16,GitHub,Python,programming_language,donnemartin/system-design-primer,353388,56748,Python,2026-03-20
2026-06-16,GitHub,Python,programming_language,vinta/awesome-python,303211,28101,Python,2026-06-12
2026-06-16,GitHub,Python,programming_language,TheAlgorithms/Python,221992,50764,Python,2026-06-01
2026-06-16,GitHub,Python,programming_language,NousResearch/hermes-agent,195060,34228,Python,2026-06-16
2026-06-16,GitHub,Python,programming_language,Significant-Gravitas/AutoGPT,184973,46138,Python,2026-06-16
2026-06-16,GitHub,Python,programming_language,yt-dlp/yt-dlp,170963,14413,Python,2026-06-16
2026-06-16,GitHub,Python,programming_language,AUTOMATIC1111/stable-diffusion-webui,163743,30370,Python,2026-03-02
2026-06-16,GitHub,Python,programming_language,huggingface/transformers,161631,33518,Python,2026-06-16
2026-06-16,GitHub,Python,programming_language,521xueweihan/HelloGitHub,161595,12181,Python,2026-05-29
2026-06-16,GitHub,Python,programming_language,microsoft/markitdown,154493,10686,Python,2026-05-26
2026-06-16,GitHub,Python,programming_language,anthropics/skills,151514,17868,Python,2026-06-09
2026-06-16,GitHub,Python,programming_language,langflow-ai/langflow,149737,9278,Python,2026-06-16
2026-06-16,GitHub,Python,programming_language,ytdl-org/youtube-dl,140516,10675,Python,2026-02-19
2026-06-16,GitHub,Python,programming_language,langchain-ai/langchain,139460,23114,Python,2026-06-16
2026-06-16,GitHub,Python,programming_language,anthropics/claude-code,132731,21476,Python,2026-06-15
2026-06-16,GitHub,Python,programming_language,Comfy-Org/ComfyUI,117227,13708,Python,2026-06-16
2026-06-16,GitHub,Python,programming_language,Shubhamsaboo/awesome-llm-apps,114726,17028,Python,2026-06-15
2026-06-16,GitHub,Python,programming_language,github/spec-kit,112541,9936,Python,2026-06-16
2026-06-16,GitHub,Python,programming_language,deepseek-ai/DeepSeek-V3,103754,16735,Python,2025-08-28
2026-06-16,GitHub,Python,programming_language,openai/whisper,102829,12544,Python,2026-04-15
2026-06-16,GitHub,Python,programming_language,pytorch/pytorch,100814,28028,Python,2026-06-16
2026-06-16,GitHub,Python,programming_language,fastapi/fastapi,99265,9439,Python,2026-06-16
2026-06-16,GitHub,Python,programming_language,browser-use/browser-use,99111,11064,Python,2026-06-15
2026-06-16,GitHub,Python,programming_language,nvbn/thefuck,97358,3948,Python,2024-07-19
2026-06-16,GitHub,Python,programming_language,hacksider/Deep-Live-Cam,93878,13688,Python,2026-06-14
2026-06-16,GitHub,Python,programming_language,nextlevelbuilder/ui-ux-pro-max-skill,92402,9659,Python,2026-04-03
2026-06-16,GitHub,Python,programming_language,harry0703/MoneyPrinterTurbo,88655,12729,Python,2026-06-16
2026-06-16,GitHub,Python,programming_language,django/django,87880,33861,Python,2026-06-16
2026-06-16,GitHub,Python,programming_language,home-assistant/core,87753,37682,Python,2026-06-16
2026-06-16,GitHub,Python,programming_language,3b1b/manim,87664,7317,Python,2026-04-18
2026-06-16,GitHub,Python,programming_language,karpathy/autoresearch,87121,12618,Python,2026-03-26
2026-06-16,GitHub,Python,programming_language,TauricResearch/TradingAgents,86627,16730,Python,2026-06-14
2026-06-16,GitHub,Python,programming_language,sherlock-project/sherlock,85077,9947,Python,2026-06-16
2026-06-16,GitHub,Python,programming_language,vllm-project/vllm,83049,18120,Python,2026-06-16
2026-06-16,GitHub,Python,programming_language,infiniflow/ragflow,82923,9577,Python,2026-06-16
2026-06-16,GitHub,Python,programming_language,bregman-arie/devops-exercises,82777,19547,Python,2025-12-27
2026-06-16,GitHub,Python,programming_language,PaddlePaddle/PaddleOCR,82419,10779,Python,2026-06-16
2026-06-16,GitHub,Python,programming_language,fighting41love/funNLP,81299,15241,Python,2024-05-10
2026-06-16,GitHub,Python,programming_language,swisskyrepo/PayloadsAllTheThings,78434,17091,Python,2026-06-06
2026-06-16,GitHub,Python,programming_language,d2l-ai/d2l-zh,78370,12271,Python,2024-07-30
2026-06-16,GitHub,Python,programming_language,tensorflow/models,77663,45027,Python,2026-06-11
2026-06-16,GitHub,Python,programming_language,Z4nzu/hackingtool,77515,8786,Python,2026-03-15
2026-06-16,GitHub,Python,programming_language,OpenHands/OpenHands,77330,9828,Python,2026-06-16
2026-06-16,GitHub,Python,programming_language,python/cpython,73269,34742,Python,2026-06-16
2026-06-16,GitHub,Python,programming_language,abi/screenshot-to-code,72927,8980,Python,2026-06-16
2026-06-16,GitHub,Python,programming_language,josephmisiti/awesome-machine-learning,72868,15491,Python,2026-06-13
2026-06-16,GitHub,Python,programming_language,hiyouga/LlamaFactory,72213,8837,Python,2026-06-16
2026-06-16,GitHub,Python,programming_language,pewdiepie-archdaemon/odysseus,72194,9237,Python,2026-06-16
2026-06-16,GitHub,Python,programming_language,pallets/flask,71665,16878,Python,2026-06-10
2026-06-16,GitHub,Python,programming_language,bytedance/deer-flow,71310,9665,Python,2026-06-16
2026-06-16,GitHub,Python,programming_language,binary-husky/gpt_academic,70889,8362,Python,2026-01-25
2026-06-16,GitHub,Python,programming_language,ansible/ansible,68968,24096,Python,2026-06-12
2026-06-16,GitHub,Python,programming_language,unclecode/crawl4ai,68644,7007,Python,2026-06-04
2026-06-16,GitHub,Python,programming_language,safishamsi/graphify,67979,6870,Python,2026-06-16
2026-06-16,GitHub,Python,programming_language,opendatalab/MinerU,67735,5705,Python,2026-06-15
2026-06-16,GitHub,Python,programming_language,labmlai/annotated_deep_learning_paper_implementations,66939,6710,Python,2026-01-22
2026-06-16,GitHub,Python,programming_language,shareAI-lab/learn-claude-code,66912,10877,Python,2026-06-15
2026-06-16,GitHub,Python,programming_language,unslothai/unsloth,66628,5974,Python,2026-06-16
2026-06-16,GitHub,Python,programming_language,666ghj/MiroFish,66589,10377,Python,2026-05-24
2026-06-16,GitHub,Python,programming_language,scikit-learn/scikit-learn,66344,27064,Python,2026-06-16
2026-06-16,GitHub,Python,programming_language,xtekky/gpt4free,66335,13574,Python,2026-06-14
2026-06-16,GitHub,Python,programming_language,Asabeneh/30-Days-Of-Python,65112,12220,Python,2026-04-04
2026-06-16,GitHub,Python,programming_language,localstack/localstack,65056,4738,Python,2026-03-23
2026-06-16,GitHub,Python,programming_language,ComposioHQ/awesome-claude-skills,64811,7171,Python,2026-05-22
2026-06-16,GitHub,Python,programming_language,D4Vinci/Scrapling,64227,6290,Python,2026-06-07
2026-06-16,GitHub,Python,programming_language,keras-team/keras,64094,19736,Python,2026-06-12
2026-06-16,GitHub,Python,programming_language,pathwaycom/pathway,62959,1677,Python,2026-06-16
2026-06-16,GitHub,Python,programming_language,scrapy/scrapy,62274,11652,Python,2026-06-16
2026-06-16,GitHub,Python,programming_language,docling-project/docling,61676,4310,Python,2026-06-16
2026-06-16,GitHub,Python,programming_language,commaai/openpilot,61376,10987,Python,2026-06-16
2026-06-16,GitHub,Python,programming_language,virattt/ai-hedge-fund,60143,10637,Python,2026-06-14
2026-06-16,GitHub,Python,programming_language,CorentinJ/Real-Time-Voice-Cloning,59918,9407,Python,2026-03-09
2026-06-16,GitHub,Python,programming_language,karpathy/nanoGPT,59731,10298,Python,2025-11-12
2026-06-16,GitHub,Python,programming_language,datawhalechina/hello-agents,59687,7342,Python,2026-06-11
2026-06-16,GitHub,Python,programming_language,sansan0/TrendRadar,59514,24680,Python,2026-06-13
2026-06-16,GitHub,Python,programming_language,meta-llama/llama,59465,9788,Python,2025-01-26
2026-06-16,GitHub,Python,programming_language,microsoft/autogen,59002,8901,Python,2026-04-15
2026-06-16,GitHub,Python,programming_language,RVC-Boss/GPT-SoVITS,58725,6427,Python,2026-06-16
2026-06-16,GitHub,Python,programming_language,mem0ai/mem0,58698,6748,Python,2026-06-16
2026-06-16,GitHub,Python,programming_language,ultralytics/ultralytics,58468,11196,Python,2026-06-16
2026-06-16,GitHub,Python,programming_language,ultralytics/yolov5,57528,17465,Python,2026-06-12
2026-06-16,GitHub,Python,programming_language,zylon-ai/private-gpt,57278,7610,Python,2026-06-16
2026-06-16,GitHub,Python,programming_language,soimort/you-get,56839,9731,Python,2026-04-30
2026-06-16,GitHub,Python,programming_language,Textualize/rich,56637,2181,Python,2026-06-15
2026-06-16,GitHub,Python,programming_language,FoundationAgents/OpenManus,56572,9846,Python,2026-02-11
2026-06-16,GitHub,Python,programming_language,ageitgey/face_recognition,56504,13699,Python,2024-08-21
2026-06-16,GitHub,Python,programming_language,MemPalace/mempalace,55714,7222,Python,2026-06-15
2026-06-16,GitHub,Python,programming_language,deepfakes/faceswap,55290,13365,Python,2026-05-29
2026-06-16,GitHub,Python,programming_language,AntonOsika/gpt-engineer,55203,7310,Python,2025-05-14
2026-06-16,GitHub,Python,programming_language,Zie619/n8n-workflows,55172,7315,Python,2026-05-31
2026-06-16,GitHub,Python,programming_language,karpathy/nanochat,55104,7520,Python,2026-05-05
2026-06-16,GitHub,Python,programming_language,psf/requests,54044,9971,Python,2026-06-15
2026-06-16,GitHub,Python,programming_language,crewAIInc/crewAI,53688,7513,Python,2026-06-16
2026-06-16,GitHub,Python,programming_language,odoo/odoo,52445,32825,Python,2026-06-16
2026-06-16,GitHub,Python,programming_language,jingyaogong/minimind,51834,6662,Python,2026-06-01
2026-06-16,GitHub,Python,programming_language,xai-org/grok-1,51690,8476,Python,2024-08-30
2026-06-16,GitHub,Python,programming_language,freqtrade/freqtrade,51527,10736,Python,2026-06-16
2026-06-16,GitHub,Python,programming_language,NanmiCoder/MediaCrawler,51294,10747,Python,2026-06-16
2026-06-16,GitHub,JavaScript,programming_language,react/react,245917,51060,JavaScript,2026-06-16
2026-06-16,GitHub,JavaScript,programming_language,affaan-m/ECC,216506,33266,JavaScript,2026-06-16
2026-06-16,GitHub,JavaScript,programming_language,trekhleb/javascript-algorithms,196089,31052,JavaScript,2026-06-14
2026-06-16,GitHub,JavaScript,programming_language,Snailclimb/JavaGuide,156405,46146,JavaScript,2026-06-15
2026-06-16,GitHub,JavaScript,programming_language,airbnb/javascript,148081,26647,JavaScript,2026-04-16
2026-06-16,GitHub,JavaScript,programming_language,vercel/next.js,140056,31227,JavaScript,2026-06-16
2026-06-16,GitHub,JavaScript,programming_language,nodejs/node,117811,35704,JavaScript,2026-06-16
2026-06-16,GitHub,JavaScript,programming_language,mrdoob/three.js,113086,36378,JavaScript,2026-06-16
2026-06-16,GitHub,JavaScript,programming_language,axios/axios,109078,11710,JavaScript,2026-06-16
2026-06-16,GitHub,JavaScript,programming_language,react/create-react-app,103327,26993,JavaScript,2025-02-15
2026-06-16,GitHub,JavaScript,programming_language,mui/material-ui,98412,32600,JavaScript,2026-06-16
2026-06-16,GitHub,JavaScript,programming_language,microsoft/Web-Dev-For-Beginners,95884,15604,JavaScript,2026-06-14
2026-06-16,GitHub,JavaScript,programming_language,ryanmcdermott/clean-code-javascript,94454,12458,JavaScript,2024-07-29
2026-06-16,GitHub,JavaScript,programming_language,louislam/uptime-kuma,88108,7998,JavaScript,2026-06-16
2026-06-16,GitHub,JavaScript,programming_language,sveltejs/svelte,87288,4947,JavaScript,2026-06-16
2026-06-16,GitHub,JavaScript,programming_language,thedotmack/claude-mem,82698,7157,JavaScript,2026-06-15
2026-06-16,GitHub,JavaScript,programming_language,anuraghazra/github-readme-stats,79661,34335,JavaScript,2026-05-31
2026-06-16,GitHub,JavaScript,programming_language,FortAwesome/Font-Awesome,76670,12207,JavaScript,2026-02-10
2026-06-16,GitHub,JavaScript,programming_language,JuliusBrussee/caveman,73397,4140,JavaScript,2026-06-12
2026-06-16,GitHub,JavaScript,programming_language,hakimel/reveal.js,71731,16810,JavaScript,2026-05-21
2026-06-16,GitHub,JavaScript,programming_language,expressjs/express,69190,23722,JavaScript,2026-06-16
2026-06-16,GitHub,JavaScript,programming_language,chartjs/Chart.js,67500,11941,JavaScript,2026-05-27
2026-06-16,GitHub,JavaScript,programming_language,leonardomso/33-js-concepts,66467,9165,JavaScript,2026-06-06
2026-06-16,GitHub,JavaScript,programming_language,webpack/webpack,65834,9354,JavaScript,2026-06-16
2026-06-16,GitHub,JavaScript,programming_language,gorhill/uBlock,65524,4170,JavaScript,2026-06-15
2026-06-16,GitHub,JavaScript,programming_language,gsd-build/get-shit-done,64265,5465,JavaScript,2026-05-31
2026-06-16,GitHub,JavaScript,programming_language,resume/resume.github.com,62866,1369,JavaScript,2023-02-15
2026-06-16,GitHub,JavaScript,programming_language,Mintplex-Labs/anything-llm,61663,6724,JavaScript,2026-06-16
2026-06-16,GitHub,JavaScript,programming_language,jgraph/drawio-desktop,61625,5700,JavaScript,2026-06-15
2026-06-16,GitHub,JavaScript,programming_language,adam-p/markdown-here,60218,11052,JavaScript,2025-08-22
2026-06-16,GitHub,JavaScript,programming_language,angular/angular.js,58601,27097,JavaScript,2024-04-12
2026-06-16,GitHub,JavaScript,programming_language,h5bp/html5-boilerplate,57494,12294,JavaScript,2026-05-22
2026-06-16,GitHub,JavaScript,programming_language,scutan90/DeepLearning-500-questions,57436,15918,JavaScript,2024-06-26
2026-06-16,GitHub,JavaScript,programming_language,gatsbyjs/gatsby,55941,10168,JavaScript,2026-06-13
2026-06-16,GitHub,JavaScript,programming_language,santifer/career-ops,54121,10745,JavaScript,2026-06-15
2026-06-16,GitHub,JavaScript,programming_language,TryGhost/Ghost,53965,11721,JavaScript,2026-06-16
2026-06-16,GitHub,JavaScript,programming_language,mozilla/pdf.js,53454,10635,JavaScript,2026-06-16
2026-06-16,GitHub,JavaScript,programming_language,prettier/prettier,52037,4743,JavaScript,2026-06-16
2026-06-16,GitHub,JavaScript,programming_language,chinese-poetry/chinese-poetry,51906,10452,JavaScript,2026-05-06
2026-06-16,GitHub,JavaScript,programming_language,Semantic-Org/Semantic-UI,51064,4872,JavaScript,2024-11-27
2026-06-16,GitHub,JavaScript,programming_language,poteto/hiring-without-whiteboards,50879,3897,JavaScript,2026-06-06
2026-06-16,GitHub,JavaScript,programming_language,NARKOZ/hacker-scripts,49734,6663,JavaScript,2023-10-23
2026-06-16,GitHub,JavaScript,programming_language,bmad-code-org/BMAD-METHOD,49207,5693,JavaScript,2026-06-14
2026-06-16,GitHub,JavaScript,programming_language,iamkun/dayjs,48657,2445,JavaScript,2026-05-29
2026-06-16,GitHub,JavaScript,programming_language,algorithm-visualizer/algorithm-visualizer,48566,7581,JavaScript,2024-06-09
2026-06-16,GitHub,JavaScript,programming_language,bigskysoftware/htmx,48210,1600,JavaScript,2026-06-15
2026-06-16,GitHub,JavaScript,programming_language,serverless/serverless,46918,5728,JavaScript,2026-06-16
2026-06-16,GitHub,JavaScript,programming_language,Asabeneh/30-Days-Of-JavaScript,46462,10439,JavaScript,2025-12-06
2026-06-16,GitHub,JavaScript,programming_language,LeCoupa/awesome-cheatsheets,46029,6713,JavaScript,2026-04-12
2026-06-16,GitHub,JavaScript,programming_language,Leaflet/Leaflet,45200,6132,JavaScript,2026-06-16
2026-06-16,GitHub,JavaScript,programming_language,usebruno/bruno,44931,2582,JavaScript,2026-06-16
2026-06-16,GitHub,JavaScript,programming_language,GitSquared/edex-ui,44871,3127,JavaScript,2021-10-19
2026-06-16,GitHub,JavaScript,programming_language,meteor/meteor,44779,5247,JavaScript,2026-06-16
2026-06-16,GitHub,JavaScript,programming_language,sudheerj/reactjs-interview-questions,44646,10369,JavaScript,2026-04-27
2026-06-16,GitHub,JavaScript,programming_language,parcel-bundler/parcel,44032,2279,JavaScript,2026-06-15
2026-06-16,GitHub,JavaScript,programming_language,Unitech/pm2,43215,2714,JavaScript,2026-05-21
2026-06-16,GitHub,JavaScript,programming_language,zen-browser/desktop,42878,1574,JavaScript,2026-06-16
2026-06-16,GitHub,JavaScript,programming_language,asgeirtj/system_prompts_leaks,42679,7083,JavaScript,2026-06-16
2026-06-16,GitHub,JavaScript,programming_language,nolimits4web/swiper,41852,9654,JavaScript,2026-05-29
2026-06-16,GitHub,JavaScript,programming_language,yarnpkg/yarn,41503,2724,JavaScript,2026-05-12
2026-06-16,GitHub,JavaScript,programming_language,nwjs/nw.js,41185,3852,JavaScript,2026-05-26
2026-06-16,GitHub,JavaScript,programming_language,remoteintech/remote-jobs,40480,3949,JavaScript,2026-06-13
2026-06-16,GitHub,JavaScript,programming_language,goabstract/Awesome-Design-Tools,40272,2277,JavaScript,2024-07-28
2026-06-16,GitHub,JavaScript,programming_language,phaserjs/phaser,39791,7142,JavaScript,2026-06-10
2026-06-16,GitHub,JavaScript,programming_language,Dogfalo/materialize,38865,4632,JavaScript,2026-04-13
2026-06-16,GitHub,JavaScript,programming_language,pbakaus/impeccable,38800,2141,JavaScript,2026-06-16
2026-06-16,GitHub,JavaScript,programming_language,preactjs/preact,38701,2035,JavaScript,2026-06-15
2026-06-16,GitHub,JavaScript,programming_language,impress/impress.js,38185,6589,JavaScript,2026-01-24
2026-06-16,GitHub,JavaScript,programming_language,naptha/tesseract.js,38141,2364,JavaScript,2026-05-17
2026-06-16,GitHub,JavaScript,programming_language,ToolJet/ToolJet,38027,5116,JavaScript,2026-06-16
2026-06-16,GitHub,JavaScript,programming_language,denysdovhan/wtfjs,37628,2695,JavaScript,2025-03-18
2026-06-16,GitHub,JavaScript,programming_language,markedjs/marked,36895,3543,JavaScript,2026-06-16
2026-06-16,GitHub,JavaScript,programming_language,fastify/fastify,36508,2732,JavaScript,2026-06-14
2026-06-16,GitHub,JavaScript,programming_language,carbon-app/carbon,36037,1973,JavaScript,2026-02-10
2026-06-16,GitHub,JavaScript,programming_language,koajs/koa,35713,3235,JavaScript,2026-06-11
2026-06-16,GitHub,JavaScript,programming_language,jondot/awesome-react-native,35686,4017,JavaScript,2024-07-05
2026-06-16,GitHub,JavaScript,programming_language,alvarotrigo/fullPage.js,35437,7129,JavaScript,2026-03-17
2026-06-16,GitHub,JavaScript,programming_language,ryanhanwu/How-To-Ask-Questions-The-Smart-Way,35230,5828,JavaScript,2025-01-01
2026-06-16,GitHub,JavaScript,programming_language,sahat/hackathon-starter,35226,8160,JavaScript,2026-06-16
2026-06-16,GitHub,JavaScript,programming_language,typicode/husky,35156,1087,JavaScript,2026-03-19
2026-06-16,GitHub,JavaScript,programming_language,gchq/CyberChef,35120,4004,JavaScript,2026-06-15
2026-06-16,GitHub,JavaScript,programming_language,songquanpeng/one-api,34988,6633,JavaScript,2026-01-09
2026-06-16,GitHub,JavaScript,programming_language,qishibo/AnotherRedisDesktopManager,34430,2709,JavaScript,2025-10-16
2026-06-16,GitHub,JavaScript,programming_language,TheAlgorithms/JavaScript,34180,5852,JavaScript,2026-03-07
2026-06-16,GitHub,JavaScript,programming_language,zenorocha/clipboard.js,34140,3911,JavaScript,2026-02-12
2026-06-16,GitHub,JavaScript,programming_language,atlassian/react-beautiful-dnd,33985,2715,JavaScript,2025-08-18
2026-06-16,GitHub,JavaScript,programming_language,pcottle/learnGitBranching,33604,5984,JavaScript,2026-06-10
2026-06-16,GitHub,JavaScript,programming_language,coreyhaines31/marketingskills,33578,5514,JavaScript,2026-06-15
2026-06-16,GitHub,JavaScript,programming_language,lutzroeder/netron,33087,3132,JavaScript,2026-06-14
2026-06-16,GitHub,JavaScript,programming_language,lovell/sharp,32340,1418,JavaScript,2026-06-16
2026-06-16,GitHub,JavaScript,programming_language,airbnb/lottie-web,31926,2932,JavaScript,2025-09-01
2026-06-16,GitHub,JavaScript,programming_language,docsifyjs/docsify,31286,5809,JavaScript,2026-06-14
2026-06-16,GitHub,JavaScript,programming_language,parallax/jsPDF,31229,4801,JavaScript,2026-06-16
2026-06-16,GitHub,JavaScript,programming_language,SortableJS/Sortable,31135,3731,JavaScript,2026-03-24
2026-06-16,GitHub,JavaScript,programming_language,AMAI-GmbH/AI-Expert-Roadmap,31091,2579,JavaScript,2025-09-12
2026-06-16,GitHub,JavaScript,programming_language,webtorrent/webtorrent,31029,2791,JavaScript,2026-06-13
2026-06-16,GitHub,JavaScript,programming_language,ascoders/weekly,31002,3260,JavaScript,2024-09-09
2026-06-16,GitHub,JavaScript,programming_language,gethomepage/homepage,30679,1963,JavaScript,2026-06-15
2026-06-16,GitHub,JavaScript,programming_language,layui/layui,30544,7389,JavaScript,2026-06-16
2026-06-16,GitHub,JavaScript,programming_language,GoogleChrome/lighthouse,30355,9724,JavaScript,2026-06-14
2026-06-16,GitHub,TypeScript,programming_language,freeCodeCamp/freeCodeCamp,448296,45019,TypeScript,2026-06-16
2026-06-16,GitHub,TypeScript,programming_language,openclaw/openclaw,378997,79315,TypeScript,2026-06-16
2026-06-16,GitHub,TypeScript,programming_language,nilbuild/developer-roadmap,357438,44224,TypeScript,2026-06-16
2026-06-16,GitHub,TypeScript,programming_language,vuejs/vue,209904,33702,TypeScript,2024-10-10
2026-06-16,GitHub,TypeScript,programming_language,n8n-io/n8n,192778,58597,TypeScript,2026-06-16
2026-06-16,GitHub,TypeScript,programming_language,microsoft/vscode,186402,40463,TypeScript,2026-06-16
2026-06-16,GitHub,TypeScript,programming_language,anomalyco/opencode,175159,21243,TypeScript,2026-06-16
2026-06-16,GitHub,TypeScript,programming_language,langgenius/dify,145459,22879,TypeScript,2026-06-16
2026-06-16,GitHub,TypeScript,programming_language,yangshun/tech-interview-handbook,140331,16628,TypeScript,2026-04-05
2026-06-16,GitHub,TypeScript,programming_language,firecrawl/firecrawl,133485,7819,TypeScript,2026-06-16
2026-06-16,GitHub,TypeScript,programming_language,clash-verge-rev/clash-verge-rev,126062,9164,TypeScript,2026-06-16
2026-06-16,GitHub,TypeScript,programming_language,excalidraw/excalidraw,125453,14034,TypeScript,2026-06-16
2026-06-16,GitHub,TypeScript,programming_language,iptv-org/iptv,123680,6663,TypeScript,2026-06-16
2026-06-16,GitHub,TypeScript,programming_language,shadcn-ui/ui,116725,9072,TypeScript,2026-06-16
2026-06-16,GitHub,TypeScript,programming_language,garrytan/gstack,110598,16448,TypeScript,2026-06-14
2026-06-16,GitHub,TypeScript,programming_language,microsoft/TypeScript,109271,13437,TypeScript,2026-06-12
2026-06-16,GitHub,TypeScript,programming_language,google-gemini/gemini-cli,105340,14078,TypeScript,2026-06-16
2026-06-16,GitHub,TypeScript,programming_language,supabase/supabase,104321,12746,TypeScript,2026-06-16
2026-06-16,GitHub,TypeScript,programming_language,immich-app/immich,103507,5876,TypeScript,2026-06-16
2026-06-16,GitHub,TypeScript,programming_language,angular/angular,100364,27180,TypeScript,2026-06-15
2026-06-16,GitHub,TypeScript,programming_language,ant-design/ant-design,98362,54617,TypeScript,2026-06-16
2026-06-16,GitHub,TypeScript,programming_language,tailwindlabs/tailwindcss,95596,5297,TypeScript,2026-06-16
2026-06-16,GitHub,TypeScript,programming_language,puppeteer/puppeteer,94815,9445,TypeScript,2026-06-15
2026-06-16,GitHub,TypeScript,programming_language,microsoft/playwright,91076,5926,TypeScript,2026-06-16
2026-06-16,GitHub,TypeScript,programming_language,storybookjs/storybook,90354,10129,TypeScript,2026-06-16
2026-06-16,GitHub,TypeScript,programming_language,mermaid-js/mermaid,88676,9043,TypeScript,2026-06-16
2026-06-16,GitHub,TypeScript,programming_language,ChatGPTNextWeb/NextChat,88257,59562,TypeScript,2026-05-15
2026-06-16,GitHub,TypeScript,programming_language,modelcontextprotocol/servers,87320,11013,TypeScript,2026-06-07
2026-06-16,GitHub,TypeScript,programming_language,realworld-apps/realworld,83617,7626,TypeScript,2026-06-15
2026-06-16,GitHub,TypeScript,programming_language,vitejs/vite,81502,8301,TypeScript,2026-06-16
2026-06-16,GitHub,TypeScript,programming_language,Stirling-Tools/Stirling-PDF,81109,7119,TypeScript,2026-06-16
2026-06-16,GitHub,TypeScript,programming_language,hoppscotch/hoppscotch,79546,5919,TypeScript,2026-06-15
2026-06-16,GitHub,TypeScript,programming_language,lobehub/lobehub,78736,15446,TypeScript,2026-06-16
2026-06-16,GitHub,TypeScript,programming_language,coder/code-server,77955,6711,TypeScript,2026-06-16
2026-06-16,GitHub,TypeScript,programming_language,nestjs/nest,75862,8324,TypeScript,2026-06-16
2026-06-16,GitHub,TypeScript,programming_language,grafana/grafana,74461,14071,TypeScript,2026-06-16
2026-06-16,GitHub,TypeScript,programming_language,apache/superset,73316,17622,TypeScript,2026-06-16
2026-06-16,GitHub,TypeScript,programming_language,daytonaio/daytona,72415,5614,TypeScript,2026-06-16
2026-06-16,GitHub,TypeScript,programming_language,strapi/strapi,72385,9740,TypeScript,2026-06-16
2026-06-16,GitHub,TypeScript,programming_language,Eugeny/tabby,72154,4069,TypeScript,2026-06-16
2026-06-16,GitHub,TypeScript,programming_language,paperclipai/paperclip,70619,13121,TypeScript,2026-06-15
2026-06-16,GitHub,TypeScript,programming_language,toeverything/AFFiNE,69443,4934,TypeScript,2026-06-16
2026-06-16,GitHub,TypeScript,programming_language,apache/echarts,66603,19797,TypeScript,2026-06-02
2026-06-16,GitHub,TypeScript,programming_language,nexu-io/open-design,65834,7380,TypeScript,2026-06-16
2026-06-16,GitHub,TypeScript,programming_language,facebook/docusaurus,65231,9928,TypeScript,2026-06-13
2026-06-16,GitHub,TypeScript,programming_language,nocodb/nocodb,63466,4843,TypeScript,2026-06-16
2026-06-16,GitHub,TypeScript,programming_language,cline/cline,63371,6698,TypeScript,2026-06-16
2026-06-16,GitHub,TypeScript,programming_language,socketio/socket.io,63170,10150,TypeScript,2026-06-16
2026-06-16,GitHub,TypeScript,programming_language,earendil-works/pi,63165,7671,TypeScript,2026-06-16
2026-06-16,GitHub,TypeScript,programming_language,code-yeongyu/oh-my-openagent,62447,5057,TypeScript,2026-06-16
2026-06-16,GitHub,TypeScript,programming_language,reduxjs/redux,61502,15055,TypeScript,2026-06-13
2026-06-16,GitHub,TypeScript,programming_language,Egonex-AI/Understand-Anything,61160,5048,TypeScript,2026-06-16
2026-06-16,GitHub,TypeScript,programming_language,nuxt/nuxt,60456,5668,TypeScript,2026-06-16
2026-06-16,GitHub,TypeScript,programming_language,withastro/astro,60209,3548,TypeScript,2026-06-16
2026-06-16,GitHub,TypeScript,programming_language,ruvnet/ruflo,59763,6918,TypeScript,2026-06-16
2026-06-16,GitHub,TypeScript,programming_language,pmndrs/zustand,58318,2071,TypeScript,2026-06-15
2026-06-16,GitHub,TypeScript,programming_language,upstash/context7,57491,2714,TypeScript,2026-06-16
2026-06-16,GitHub,TypeScript,programming_language,marktext/marktext,57444,4295,TypeScript,2026-06-16
2026-06-16,GitHub,TypeScript,programming_language,koala73/worldmonitor,56552,9042,TypeScript,2026-06-16
2026-06-16,GitHub,TypeScript,programming_language,remix-run/react-router,56440,10867,TypeScript,2026-06-16
2026-06-16,GitHub,TypeScript,programming_language,appwrite/appwrite,56318,5445,TypeScript,2026-06-16
2026-06-16,GitHub,TypeScript,programming_language,OpenCut-app/OpenCut,55840,6086,TypeScript,2026-05-27
2026-06-16,GitHub,TypeScript,programming_language,laurent22/joplin,55233,6144,TypeScript,2026-06-16
2026-06-16,GitHub,TypeScript,programming_language,Fission-AI/OpenSpec,55097,3860,TypeScript,2026-06-13
2026-06-16,GitHub,TypeScript,programming_language,vuejs/core,53839,9147,TypeScript,2026-06-16
2026-06-16,GitHub,TypeScript,programming_language,FlowiseAI/Flowise,53642,24521,TypeScript,2026-06-16
2026-06-16,GitHub,TypeScript,programming_language,ionic-team/ionic-framework,52514,13358,TypeScript,2026-06-16
2026-06-16,GitHub,TypeScript,programming_language,lyswhut/lx-music-desktop,51592,6861,TypeScript,2026-06-14
2026-06-16,GitHub,TypeScript,programming_language,DefinitelyTyped/DefinitelyTyped,51280,30450,TypeScript,2026-06-15
2026-06-16,GitHub,TypeScript,programming_language,makeplane/plane,50923,4533,TypeScript,2026-06-16
