scrape_date,source_url,job_title,company,location,salary,salary_min_usd,salary_max_usd,salary_currency,salary_status,skills,source,status
2026-05-28,https://itviec.com/it/business-analyst-product-growth-for-edtech-project-cong-ty-tnhh-teenup-0709,Business Analyst (Product & Growth) for Edtech project,Ty Tnhh Teenup,,Sign in to view salary,,,,login_required,AI;Business Analysis;Database;Product Owner;SQL,ItViec,ok
2026-05-28,https://itviec.com/it/business-analyst-public-finance-fpt-is-3908,Business Analyst (Public Finance),Finance Fpt Is,,Sign in to view salary,,,,login_required,BPMN;BRD;Business Analysis;SRS;User story,ItViec,ok
2026-05-28,https://itviec.com/it/chuyen-vien-phan-tich-nghiep-vu-business-analyst-mb-bank-4018,Business Analyst (Tiếng Trung)-Khối Công nghệ thông tin,Analyst Mb Bank,,Sign in to view salary,,,,login_required,Agile;Business Analysis;Chinese;Project Management,ItViec,ok
2026-05-28,https://itviec.com/it/business-analyst-officer-motorist-pte-ltd-0331,Business Analyst Officer,Motorist Pte Ltd,,Sign in to view salary,,,,login_required,Agile;Business Analysis;Business Intelligence;Product Management;Product Owner;UI-UX,ItViec,ok
2026-05-28,https://itviec.com/it/c-developer-ai-first-scandinavian-software-park-4650,C# Developer (AI-First),Scandinavian Software Park,,Sign in to view salary,,,,login_required,.NET;AI;API;C#;English;LLM,ItViec,ok
2026-05-28,https://itviec.com/it/c-developer-rhino-grasshopper-revit-plugin-25m-cubic-architects-cong-ty-co-phan-kien-truc-lap-phuong-2942,C# Developer (Rhino / Grasshopper / Revit Plugin) – 25M,Truc Lap Phuong,,Sign in to view salary,,,,login_required,.NET;C#;English;OOP,ItViec,ok
2026-05-28,https://itviec.com/it/chuyen-gia-kien-truc-va-giai-phap-an-toan-thong-tin-pvcombank-0949,CG Kiến trúc và Giải pháp An toàn thông tin -K.CNTT,Thong Tin Pvcombank,,Sign in to view salary,,,,login_required,Security;Solution Architecture,ItViec,ok
2026-05-28,https://itviec.com/it/cv-quan-tri-he-thong-sacombank-4738,CV Quản trị hệ thống (Unix/Linux),He Thong Sacombank,,Sign in to view salary,,,,login_required,Container Security;English;Linux;System Admin;Unix,ItViec,ok
2026-05-28,https://itviec.com/it/cv-cvcc-data-analyst-sql-power-bi-python-khoi-cntt-pvcombank-5402,"CV/ CVCC Data Analyst (SQL, Power BI, Python) Khối CNTT",Khoi Cntt Pvcombank,,Sign in to view salary,,,,login_required,Data Analysis;Data Warehousing;Data modeling;Power BI;Python;SQL,ItViec,ok
2026-05-28,https://itviec.com/it/cv-cvc-cvcc-quan-tri-rui-ro-cntt-it-risk-management-viet-a-bank-2349,CV/CVC/CVCC Quản trị rủi ro CNTT (IT Risk Management),Viet A Bank,,Sign in to view salary,,,,login_required,Cybersecurity;IT Governance;Risk Management;Security;Vulnerability Management,ItViec,ok
2026-05-28,https://itviec.com/it/chuyen-gia-quan-tri-co-so-du-lieu-dba-ngan-hang-tmcp-thinh-vuong-va-phat-trien-pgbank-4217,Chuyên Gia Quản Trị Cơ Sở Dữ Liệu (DBA),Phat Trien Pgbank,,Sign in to view salary,,,,login_required,Database;Oracle;PostgreSql;Python;SQL,ItViec,ok
2026-05-28,https://itviec.com/it/chuyen-gia-xay-dung-mo-hinh-phat-hien-gian-lan-mb-bank-1514,Chuyên Gia xây dựng mô hình phát hiện gian lận,Lan Mb Bank,,Sign in to view salary,,,,login_required,Data Analysis;Data Science;R;Risk Management;SQL;VBA,ItViec,ok
